SampleID,Group,Order,Diet,Metabolite1,Metabolite2,Metabolite3,Metabolite4,Metabolite5,Metabolite6,Metabolite7,Metabolite8,Metabolite9,Metabolite10,Metabolite11,Metabolite12,Metabolite13,Metabolite14,Metabolite15,Metabolite16,Metabolite17,Metabolite18,Metabolite19,Metabolite20,Metabolite21,Metabolite22,Metabolite23,Metabolite24,Metabolite25,Metabolite26,Metabolite27,Metabolite28,Metabolite29,Metabolite30,Metabolite31,Metabolite32,Metabolite33,Metabolite34,Metabolite35,Metabolite36,Metabolite37,Metabolite38,Metabolite39,Metabolite40,Metabolite41,Metabolite42,Metabolite43,Metabolite44,Metabolite45,Metabolite46,Metabolite47,Metabolite48,Metabolite49,Metabolite50,Metabolite51,Metabolite52,Metabolite53,Metabolite54,Metabolite55,Metabolite56,Metabolite57,Metabolite58,Metabolite59,Metabolite60,Metabolite61,Metabolite62,Metabolite63,Metabolite64,Metabolite65,Metabolite66,Metabolite67,Metabolite68,Metabolite69,Metabolite70,Metabolite71,Metabolite72,Metabolite73,Metabolite74,Metabolite75,Metabolite76,Metabolite77,Metabolite78,Metabolite79,Metabolite80,Metabolite81,Metabolite82,Metabolite83,Metabolite84,Metabolite85,Metabolite86,Metabolite87,Metabolite88,Metabolite89,Metabolite90,Metabolite91,Metabolite92,Metabolite93,Metabolite94,Metabolite95,Metabolite96,Metabolite97,Metabolite98,Metabolite99,Metabolite100,Metabolite7_dup,Metabolite86_near_dup
Batch5_Sample_20,Group2,171,Diet57,118625.39,106155.8,132583.67,101032.09,106272.52,96044.1,105751.4,142127.1,140332.14,105111.25,200530.96,121309.99,106752.03,79134.39,105169.91,130006.26,132837.88,57925.51,102654.91,166144.57,108237.4,42643.32,98138.74,100021.11,95360.71,95191.79,109118.27,87753.73,133413.92,122271.31,92892.76,100617.01,114130.41,92870.1,106634.74,79827.96,96454.71,107571.52,106115.81,104111.3,114939.59,121433.24,108096.99,115647.91,91002.39,104041.34,104255.05,101011.14,110432.55,113315.85,114507.52,85735.92,107903.56,100058.43,111775.27,95185.35,132262.7,101329.49,70516.54,117516.71,87073.43,103369.12,118769.73,80624.3,110954.02,97180.05,103629.93,87429.71,133941.52,110099.13,106557.06,86898.97,139325.09,82319.96,99764.4,94945.01,102001.84,114983.18,88052.11,146270.03,113880.33,102702.87,118250.64,88263.13,102279.46,111695.62,112225.61,87631,73498.32,107546.52,119671.53,104873.19,123320.91,117609.32,88858.84,104494.39,82497.8,73889.56,95088.95,76883.76,105751.4,111695.62
Batch5_Sample_21,Group1,172,Diet58,162204.6,102456.67,116255.24,94959.65,115464.77,59341.12,103995.43,93333.6,123480.59,107520.01,76390.76,109213.77,90374.7,104740.2,109743.22,113024.58,71905.76,41772.08,69925.62,83995.87,114388.7,94232.87,70936.81,119693.33,146043.9,107218.38,116115.26,118223.06,101073.8,99997.56,117772.9,103083.73,101161.8,106180.03,100679.11,89587.59,95726.15,78431.47,86531.43,122109.42,96995.85,63806.29,125621.92,84330.64,102464.33,100555.29,88052.65,100204.88,87327.55,116402.8,116178.3,76027.86,103650.25,97582.28,82984.28,86814,118584.21,107734.96,87890.07,92610.26,106191.39,104618.4,130375.35,106855.1,100784.23,138703.85,89625.51,105721.42,111505.82,78834.21,97654.91,114958.69,89865.65,94075.27,134122.61,117223.43,105016.03,120320.1,87032.14,85829.63,119327.99,101949.42,140537.2,121863.45,70052.87,110645.86,109603.81,97980.51,97370.89,109181.27,129000.92,83509.29,86812.29,105538.46,79831.42,85438.27,58888.74,98127.4,74577.93,114387.48,103995.43,110645.86
Batch5_Sample_22,Group1,173,Diet59,137705.58,102681.71,125363.27,101045.89,138048.53,105687.49,106425.96,73884.79,106739.48,65689.97,107689.68,129345.5,92931.57,79577.09,112237.3,,140364.36,53840.2,81669.55,119234.27,114326.04,96617.95,108560.12,109996.75,108693.46,112960.26,103058.8,88390.89,66348,114241.12,120079.47,103024.18,114634.45,76581.34,107823.02,92382.35,95500.97,59755.79,91497.64,109026.33,122446.63,87385.1,121371.37,81438.61,102708.96,76131.17,80476.03,132322.91,82418.91,108875.31,106246.94,104191.89,129529.91,124829.8,95796.43,113253.31,69652.76,117728.57,64138.4,85173.62,118830.81,116680.69,92720.78,100381.98,79535.53,120152.05,99574,103129.5,125705.51,99717.54,111026.84,111165.92,91584.53,78536.04,99984.98,104111.38,115894.77,116329.97,105006.88,78538.43,125670.63,125075.1,,91193.79,106936.29,92234.4,90503.46,112596.57,101078.81,113969.62,129215.38,85908.26,122990.62,118492.14,58024.96,92903.77,101762.21,93414.55,122598.85,117995.92,106425.96,92234.4
Batch5_Sample_23,Group1,174,Diet60,157607.31,97251.31,82998.5,75304.32,75046.75,104882.56,112641.12,108881.4,137376.12,119775.28,130279.49,125345.7,71331.23,97516.66,87163.8,111687.06,99226.43,70625.63,99416.05,114179.18,90194.01,98234.77,64899.94,118394.65,88425.88,79315.03,87097.04,62046.16,130353.81,112676.75,79345.04,118238.66,74182.15,88477.6,104072.89,76467.73,83686.79,101508.45,48907.06,99297.48,119799.89,71078.77,141395.18,91253.33,99769.7,116766.65,102878.86,116887.72,101241.22,98064.69,106741.08,88659.31,122224.67,109954.43,115300.12,113131.13,120678.31,108666.18,69899.62,120860.41,90656.26,101603.23,93287.44,118761.97,95199,102811,88105.83,126413.87,129349.81,78048.85,98690.04,107537.19,118509.89,88582.11,103629.74,82318.21,120807.86,111048.88,101149.36,107236.91,116617.04,131293.27,84040.41,105318.15,100118.67,93726.46,95939.93,103366.77,127585.12,130026.42,125968.9,93342.83,84054.29,115316.79,83508.12,74192.05,84415.54,84969.38,113994.85,140895.99,112641.12,93726.46
Batch5_Sample_24,Group1,175,Diet61,123730.5,89915.6,87493.07,66090.72,65712,73933.32,116168.75,110282.05,130678.38,122255.08,100274.69,112804.77,105377.79,91072.24,74133.83,111395.81,75123.99,70999.94,91567.09,135535.13,99537.58,54112.06,91536.41,115916.72,118802.59,91749.31,89664.23,97287.74,119359.92,74789.59,108142.08,113233.15,102632.25,92346.7,118149,102026.54,87116.03,69796.86,67897.45,90989.24,100925.35,102407.85,76261.02,91155.87,68723.81,121718.27,87940.78,95611.69,87376.4,93987.75,88429.08,102794.03,136394.85,94278.29,106959.93,101545.66,132742.05,106102.69,64617.74,93456.85,115074.14,94423.05,144533.61,116755.65,66410.94,129082.08,96263.15,99974.74,115865.85,92823.67,103991.51,105070.73,111542.27,105223.48,111099.82,119789.71,106303.13,123312.03,91756.68,129070.07,121311.79,100473.14,98396.54,77164.35,84890.12,101052.25,100869.08,102303.13,91883.54,135677.42,114789.23,94165.85,88102.62,131827.72,76745.35,79734.88,108611.68,82347.99,125220.24,127373.87,116168.75,101052.25
Batch5_QC_4,QC,176,NA,119174.96,98570.28,111371.23,105280.04,119479.86,99482.37,127451.3,101564.09,125676.98,103822.17,122341.34,123531.38,93856.83,95415.35,95596.37,114263.56,105252.24,66512.03,76227.01,115690.11,106879.11,88512.3,104763.11,123161.65,128835.1,100860.54,97918.91,87503.3,96581.36,100617.02,117277.82,115933.71,136343.68,102029.08,102055.12,80467.11,87096.42,96145.75,69561.33,103071.68,92685.85,95836.61,108327.97,84253.32,96327.7,107728.35,93225.18,113082.04,103605.77,114636.35,93990.11,97116.81,119361.6,101837.12,94588.16,109022.2,104502.4,105248.3,75688.93,107075.43,81554.35,92094.8,109933.6,100561.42,97956.47,112344.6,102798.94,110869.33,132532.75,113157.76,93324.47,100869.83,104372.99,97490.75,90322.87,116204.72,106728.14,106011.95,92357.18,104155.33,115305.29,103977.09,98353.47,100732.19,77824.95,102068.57,101096.14,101195.46,105603.84,115759.23,110473.7,94450.68,115851.66,113249.84,92732.45,92870.01,94635.04,86880.79,112435.84,87163.69,127451.3,102068.57
Batch5_Sample_25,Group2,177,Diet63,119089.95,83328.76,118147.26,117545.92,143148.59,69629.59,128691.59,133753.85,134406.14,83380.08,132504.88,110683.83,85564.89,98174.56,148771.52,108267.01,116884.53,68246.51,71751.62,93893.14,104566.98,99883.18,88883.26,118096.93,139158.61,125288.67,102357.25,69659.74,76728.73,101707.54,100683.01,106421.09,96096.97,86494.13,110213.85,109200.56,94477.46,110184.87,51909.11,106382.78,110432.14,117405.2,128920.88,136508.51,81665.49,104953.94,91646.11,92424.57,92883.92,111137.46,94911.61,94111.95,126628.82,106410.39,110610.9,117728.95,119256.89,99475.75,64214.93,103839.3,107374.61,94927.3,155525.61,91148.55,86383.75,93278.09,113332.59,145382.35,116959.13,65996.02,100025.61,106442.07,98085.79,86597,102551.83,77681.4,114942.74,105331.45,76751.17,96448.97,126210.55,101272.49,109334,96442.82,84633.51,104642.47,85927.85,99012.89,107421.6,101244.42,116633.34,93232.87,109210.86,109381.66,85321.56,96370.61,56698.84,70604.95,133012.65,57919.87,128691.59,104642.47
Batch5_Sample_26,Group1,178,Diet64,127073.38,114146.66,87067.84,131474.91,102399.15,94746.21,116410.13,99307.21,92461.03,97977.17,126224.37,97499.73,96132.22,91140.21,95931.11,82433.7,89982.97,60141.87,93986.7,104076.44,,114494.83,84159.68,108853.4,142033.81,93201.91,97369.48,57001.82,134694.81,127965.71,102277.33,110398.16,130232.82,101068.62,118910.97,92353.52,88487.52,65874.7,87433.02,118219.66,109764.97,73325.1,132806.06,89796.09,78043.14,104640.28,92437.77,122158.66,95480.86,109623.43,119467.13,107835.56,110670.39,112194.02,88444.99,79909.95,66771.61,120221.16,69123.79,98775.88,75990.41,111076.62,93753.21,137813.38,95621.64,120159.72,92214.71,78824.09,116777.3,90311.86,89232.78,109789.09,76911.45,91358.82,112051.98,139663.23,84063.72,126060.16,109583.15,104895.98,120753.71,116684.88,42138.19,104679.65,107353.44,96997.43,94040.16,85936.32,103391.43,128319.38,118822.62,81974.18,139079.94,132585.61,69088.01,98016.86,82127.82,85016.53,85848.34,135392.52,116410.13,96997.43
Batch5_Sample_27,Group2,179,Diet65,113064.46,103103.27,97560.06,113620.78,128155.79,84194.12,109976.1,80745.22,124728.17,106260.82,154705.61,110792.65,80460.74,107618.3,109794.31,81351.21,95489.7,74936.26,61350.72,121216.44,107843.34,65854.93,104759.4,112764.64,65919.88,85443.59,104488.82,93451.21,121923.51,74923.3,101730.96,96138.39,110869.16,118022.93,125074.07,111068.52,89031.48,91528.74,93293.04,95201.01,106479.96,100271.13,116756.31,113239.27,86131.14,112578.44,96318.56,141253.74,104603.52,93405.91,58760.65,109575.45,115846.44,119141.42,99547.98,105633.49,79251.4,98285.76,66845.33,88917.68,86404.78,122837.57,74595.11,99338.14,73643.53,106724.82,67273.23,124984.97,103979.34,95988.63,124853.82,85663.27,112999.49,88820.3,97576.63,63216.7,104903.92,111399.1,94090.71,55195.86,117426.93,97062.63,106808.47,65499.58,76183.29,131241.82,91581.04,83965.5,96360.95,97069.79,116463.81,98929.36,70241.82,144277.54,81861.97,78477.38,89596.66,84854.17,113844.81,82758.39,109976.1,131241.82
Batch5_Sample_28,Group2,180,Diet66,100933.29,103382.92,110960.31,,169108.54,103738.12,118059.06,117999.46,156559.14,87216.86,170044.48,127493.36,85057.23,107988.73,88238.63,129034.46,107199.91,71384.47,60695.67,94901.91,83090.28,93599.19,119502.68,97063.71,67942.45,93853.29,113332.16,74010.6,112925.94,98389.98,113053.25,110104.49,121692.97,76984.37,116821.96,98421.6,103382.36,55023.71,90339.96,122734.52,112819.6,86489.18,109625.09,119412.38,94926.4,101950.23,99455.81,128268.79,74725.6,115252.13,76698.51,109337.2,114467.56,110346.71,80213.6,98440.61,86168.92,113275.53,66913.82,96625.02,98867.93,99795.31,127644.73,142114.83,112276.21,125257.68,89329.62,109395.33,125063.53,95206.85,86184.74,94266.9,88480.2,74888.38,99878.48,133047.6,98251.47,91236.33,114943.91,100182.49,107071.86,115449.68,112296.34,105727.34,74133.54,97238.24,82027.29,107725.23,102115.91,116698.56,124994.71,81881.69,116670.65,128993.36,82536.77,91382.94,120074.02,72992.31,108627.61,112715.65,118059.06,97238.24
Batch5_Sample_29,Group1,181,Diet67,117076.91,100446.78,117551,106058.96,109457.99,98613.25,121098.21,71864.85,89245.15,91238.93,146525.13,126894.2,68578.47,109211.61,105882.27,134838.87,109256.31,42936.27,51381.78,120257.42,107935.12,65034.5,79280.44,116549.11,129094.73,134673.22,98413.81,73283,69635.08,88544.05,94301.47,103756.04,104430.16,100261.48,88455,69715.47,106879.73,92218.75,96966.61,96558.41,105463.29,65209.99,89238.52,105400.49,101102.84,82613.86,103493.79,115351.46,108386.88,93536.03,81025.59,96102.46,129370.66,86670.48,94438.63,87573.53,143756.38,94035.82,71756.86,113219.29,81376.4,113862.57,115234.34,97792.83,87524.08,118980.11,119262.57,140690.54,110256.49,108951.53,93227.86,104228.65,123123.84,81970.65,104904.42,75485.79,91595.58,103378.95,,109001.74,116428.65,120380.01,111487.61,117147.96,67275.81,109661.39,101246.83,87812.7,97239.93,131799.27,88879.49,69302.08,111043.58,125245.78,96614.83,97126.68,135456.37,82475.19,101882.05,62803.91,121098.21,109661.39
Batch5_Sample_30,Group1,182,Diet68,100091.65,113118.63,100833.52,,95355.35,79482.85,140032.9,108302.76,114592.76,98318.05,105414.56,108787.93,83337.36,74942.82,67878.8,111447.15,150594.59,62136.62,65660.07,100067.88,90324.88,70054.69,91438.58,113820.62,132030.97,107046.73,88053.61,86357.19,106264.65,121334.08,112076.76,113209.82,129205.87,99704.28,89981.73,94492.09,90993.8,99533.77,69616.46,94776.66,87511.57,96151.05,80533.73,80301.21,112765.04,107422.85,104211.09,99349.73,92109.14,96296.38,128744.61,84475.41,141392,117772.82,106968.73,89305.6,93674.44,101479.6,70946.29,85896.6,86012.49,111837.95,106203.3,111619.47,72339.3,93153.33,108501.18,114682.76,94627.82,123864.34,75647.7,100453.07,135607.61,85774.11,97887.6,110922.59,114981.47,121468.34,104988.16,55285.07,108560.3,100652.97,129918.49,69462.94,75819.14,107750.06,113954.99,101603.02,111729.75,114563.97,142932.67,119280.94,94138.09,100836.94,77592.93,94624.69,97044.72,100066.75,89798.13,68391.02,140032.9,107750.06
Batch5_Sample_31,Group1,183,Diet69,122658.9,105588.82,113863.21,132789.95,119134.71,94320.94,110900.14,87707.49,120179.2,120074.39,129122.14,106321.52,76538.59,102048.85,109802.2,103352.63,90272.78,51586.88,67162.58,99775.66,96465.84,104304.69,71119.35,115420.05,150667.26,79321.1,110506.41,88794.43,90764.69,87484.98,81182.51,99324.11,104389.46,77119.78,96207.6,91068.54,82547.72,73116.14,93115.75,100692.9,111877.26,83798.08,112274.11,107594.21,91263.72,113644.72,88157.76,95792.94,87285.55,115830.47,115685.49,87464.24,114296.27,107275.59,98507.56,87657.74,98997.5,88691.85,68942.76,108873.64,90355.47,90568.89,120986.81,125466.09,105341.63,92441.12,100453.14,108697.24,106931.33,98730.33,95803.2,104161.37,134503.99,89309.21,113204.69,91701.02,101738.17,83509.4,79205.75,80694.53,116174.06,105150.19,109119.66,67337.14,68611.93,111568.95,112687.92,106347.43,124488.89,109532.95,112124.24,77344.41,152740.94,110606.24,79749.23,94685.68,95455.3,79078.96,96386.77,97046.95,110900.14,111568.95
Batch5_Sample_32,Group2,184,Diet70,102612.33,88577.02,112666.4,95008.18,141811.39,63130.63,130873.62,101698.79,120419.37,85839.94,101811.41,113963.24,96166.33,107383.02,98980.3,116269.15,84208.42,65408.41,77055.54,146020.58,75474.96,90505.41,132349.34,89529.93,115833.95,132575.18,104746.19,75860.16,91171.86,112815.74,127682.26,111787.62,132351.63,104101.75,106927.34,60035.14,94165.94,96018.58,37321.35,97095.9,91892.3,115353.77,123286.65,121104.45,76255.53,114791.29,93950.77,129532.12,91324.85,128777.47,98649.85,89030.17,111234.96,79420.19,112042.68,91703.02,142487.64,103315.14,59955.44,127830.84,87383.19,72685.07,108131.11,91944.97,89334.64,84018.97,105033.09,97568.56,118193.16,78189.62,85072.98,96553.87,119057.18,99731.51,102493.78,131588.99,91704.16,117791.69,86913.19,95724,118182.57,107331.47,97183.83,123524.82,97617.98,116761.01,104991.42,104666.78,108597.5,104567.43,112758.71,97641.66,123819.8,107201.83,95467.81,98327.8,76308.17,74479.94,88834.38,121785.49,130873.62,116761.01
Batch5_QC_5,QC,185,NA,129716.09,94230.13,98320.46,101387.51,107815.68,98604.04,119662.25,103484.79,103622.6,97771.62,118248.53,123443.52,87604.74,80734.07,102099.14,110911.13,97189.9,70935.78,75704.13,109698.67,106858.85,86977.56,106360.79,112148.02,124471.22,88423.26,89806.22,81301.41,97684.13,91928.6,98047.7,103384.97,107094.66,90502.57,106708.76,81118.36,99341.41,92801.66,83482.86,99938.52,95007.39,86023.96,108950.65,96464.86,96967.8,113612.38,92824.7,122224.49,96300.88,109241.61,91448.29,100941.85,112801.33,104869.99,83099.62,97646.39,98216.41,102664.85,73322.04,97412.34,93244.44,94009.68,106353.27,114507.46,72363.83,92491.87,103336.97,106454.19,114678.02,115854.46,99404.52,99954.79,109415.8,90051.85,94913.71,109594.53,110293.66,96647.59,81731.07,101534.52,110716.95,122957.06,103052.93,95414.6,85153.35,107580.93,107638.28,103823.71,106959.9,115454.32,113004.85,96232.22,103243.47,114264.91,99101.75,93506.91,88273.87,87844.96,96384.24,104120.93,119662.25,107580.93
Batch6_QC_1,QC,186,NA,127280.98,101330.97,105279.35,102496.19,118201.22,98133.53,95507.2,92697.27,110800.04,109222.83,112394.51,127399.34,71216.87,92223.69,99542.65,102459.39,95338.73,69099.01,76417.96,114819.2,78587.74,84721.04,100422.53,128919.69,113708.6,91192.03,104557.85,78392.28,102295.68,100219.26,112750.34,105830.16,108239.7,89990.56,110889.3,79329.64,87983.18,83631.76,76237.83,105322.32,111695.62,92247.06,109283.79,94465.19,94515.15,112822.88,92827.26,110480.8,99440.22,102985.36,101559.2,94870.13,129200.41,107736.14,83509.43,97209.41,106276.41,95626.82,77957.81,108959.27,113568.41,106827.01,118379.41,120865.19,84986.36,109470.86,103892.77,114980.88,105623.05,106734.19,101567.73,103742.57,102663.24,93399.57,92357.8,99989.78,105379.95,103719.16,89326.85,89654.27,115010.26,107129.52,99008.25,104692.87,85635.26,108647.1,101468.08,92379.3,105830.57,103528.83,103055.93,96721.26,104079.82,119971.44,86422.24,92812.25,87293.47,84886.6,98194.05,92380.43,95507.2,108647.1
Batch6_Sample_1,Group2,187,Diet73,113439.24,93625.68,83772.07,85925.75,109862.81,84587.36,113912.09,71034.75,121170.5,115921.65,107287.26,120519.95,87916.19,103493.75,100755.96,101676.37,58136.3,88813.09,79359.61,113620.14,79235.04,70361.97,100381.03,107236.55,119490.13,105043.78,82787.01,70793.41,126875.92,82270.52,109524.5,104512.28,92675.33,114407.31,111112.94,77828.5,94193.42,96986.68,59905.06,98054.92,113435.57,98420.57,131049.78,125119.61,97243.95,89158.23,82087.26,104864.55,80843.53,117358.07,124972.81,77230.47,93812.61,108670.2,105638.28,102484.09,113622.5,92366.79,84964.53,108315.63,85841.55,96127.72,75943.95,135824.96,107944.16,127249.49,94231.68,99716.49,100788.38,102051.03,83996.52,108098.26,110017.35,105918.06,80498.75,116287.07,116702.26,103087.03,94863.91,92569.06,110823.06,99896.7,70457.29,126646.07,62342.1,101177.17,81514.93,95726.65,91431.7,90369.6,129517.06,101375.22,101508.37,112587.48,93346.95,78355.31,108966.56,62101.85,100015.88,101049.76,113912.09,101177.17
Batch6_Sample_2,Group2,188,Diet74,104060.97,87959.4,77923.17,85429.49,174388.1,74958.77,109818.57,116967.21,127559.43,90966.21,152694.06,128668.55,74648.78,92889.07,87870.98,103699.42,130239.51,50648.49,84456.11,124987.02,102251.39,78154.18,56139,87251.97,115847.68,94222.84,111431.17,76084.57,134755.75,98766.55,101374.13,117401.14,117141.12,82377.4,120142.75,65591.45,93849.96,121685.73,93666.98,96814.97,81070.3,117248.6,105134.5,120113.44,91761.55,119614.23,83611.65,94324.28,101091.49,123477.39,124180.66,102604.21,93205.74,113182.3,85992.86,90045.61,118463.67,104585.5,62450.12,99817.26,92639.09,87316.02,71059.01,111325.19,64325.55,158504.9,92464.97,117570.13,111785.12,118745.59,76943.99,95318.04,93272.66,79231.77,110351.95,79756.09,105233.71,125550.43,98731.25,72143.74,108167.21,117792.55,107932.63,71377.82,87573.7,107151.28,112360.68,94437.1,99261.68,110338.57,119267.93,81002.87,83824.87,103445.08,81999.35,90165.66,106204.86,73124.84,118163.33,107433.37,109818.57,107151.28
Batch6_Sample_3,Group1,189,Diet75,135664.95,86673.99,76542.24,98685.72,92993.8,88361.24,113532.55,88460.3,90907.24,110614.4,110302.04,126159.55,69686.56,98023.32,101975.37,98966.92,114364.72,59294.15,70566.32,103963.23,94278.24,68748.39,107031.92,126309.32,132941.85,98862.5,88193.76,88864.37,104735.45,95220.78,97852.55,92064.12,99215.24,86376.96,108022.34,89235.95,89490.07,86245.8,86161.93,95313.09,91747.12,42366.71,101142.62,89626.91,76930.42,91123.85,74846.49,114381.18,100321.2,119610.22,86771.07,113057.98,102951.02,73721.34,91127.63,97582.13,117393.32,81189.47,72424,103883.82,91759.95,82941.28,84284.85,142235.38,77968.99,150013.05,106056.83,128255.45,117118.44,77170.16,93860.84,78249.69,95965.42,87383.14,93842.43,116287.21,106455.08,115737.93,118213.17,89224.71,106548.83,107603.92,110575.36,113867.94,100210.1,97822.69,98977.52,100312.72,129265,89411.12,100089.78,98297.74,101442.25,115902.02,84403.4,96063.91,85988.9,74341.49,90668.34,113991.3,113532.55,97822.69
Batch6_Sample_4,Group1,190,Diet76,112017.54,93245.05,80142.07,78916.18,77990.67,104792.79,111429.44,102760.11,137428.11,87889.32,150749.95,112354.82,89646.16,90661.49,100643.19,83085.6,91846.68,69023.53,72270.37,132462.1,90992.92,97839.78,70894.41,105664.64,84354.46,82631.31,92266.62,79423.09,121919.68,82246.54,102896.8,79092.07,112693.91,92242.95,81933.65,65950.42,84988.17,85965.49,95490.11,89975.06,95620.11,57255.28,109401.14,74023.17,77570.84,114384.86,91353.65,113221.73,107959.74,89963.12,75799.02,87489.65,117647.7,106885.18,88368.78,97356.94,112218.91,89449.36,64434.43,89912.73,85343.63,109597.08,119730.08,118293.59,87167.14,92225.77,74116.84,101194.66,108064.91,106713.4,109174.04,98278.02,115896.45,91275.54,120206.28,81967.79,98089.11,103956.1,91743,113119.51,113030.95,93127.18,94148.31,77689.63,114299.29,125547.32,95407.49,72364.41,105510.79,113349.08,125372.96,76024.41,80626.07,105527.13,77311.89,105189.06,54307.95,77585.24,105351.8,51447.21,111429.44,125547.32
Batch6_Sample_5,Group1,191,Diet77,141737.83,98088.46,76287.1,101989.33,111138.12,89568.44,105620.72,136318.38,118264.44,101592.2,93879.69,110472.72,86796.41,92327.85,107297.98,116446.04,95962.02,52093.09,60949.34,122754.64,95323.54,57401.77,67367.12,120481.88,130330.29,105504.53,98391.28,86850.63,122204.33,71603.35,96663.76,101850.65,89063.29,90514.31,102696.73,86594.39,90572.93,90774.06,95681.94,99990.52,84497.74,52547.44,80534,88934.1,79020.3,105418.47,86208.68,85059.22,96431.23,98075.08,57323.14,92175.58,129232.34,119384.92,97926.5,107623.88,100417.3,103358.01,62940.51,104763.69,83769.16,116643.74,136122.23,104173.75,83614.07,131485.31,91913.33,89345,105475.53,114137.59,84758.58,88082,108184.44,92107.38,107750.18,81074.16,95589.95,126080.96,84871.48,99219.18,111816.74,108387.87,61982.28,71138.32,70965.61,101378.37,108068.59,101566.35,88547.84,129555.32,117802.7,72992.7,100731.09,123549.39,76500.37,89561.52,70785.22,66979.67,128803.01,96111.68,105620.72,101378.37
Batch6_Sample_6,Group2,192,Diet78,120540.46,108043.28,81306.84,,123768.99,125158.41,122538.95,101712.75,115589.75,111690.75,141015.16,129882.58,99707.37,112774.7,82570.97,116224.22,78822.94,68595.36,69781.61,112491.76,74233.65,89416.99,69644.73,90793.95,113260.99,87295.18,90513.05,62803.37,100027.25,67487.22,116860.37,105427.22,94911.41,94733.98,95489.54,81558.39,85737.68,71145.82,89528.49,100390.99,106279.2,114958.81,50839.54,113562.17,78538.24,104907.74,84498.68,93943.91,102985.49,109151.23,48451.18,95410.98,93264.42,105299.89,88494.84,85619.32,96535.75,89909.99,86759.96,108134.25,96992.28,105119.43,118276.89,121058.44,116488.05,74744.06,93891.34,117589.63,105861.28,154959.03,80684.35,96498.83,109331.11,83510.34,100552.52,109109.01,98217.8,120033.93,78366.83,89394.03,110073.32,96172.74,90246.33,74115.96,76323.38,94887.89,107618.5,93423.99,98049.29,131925.37,94395.15,70066.32,69732.92,118639.27,84086.27,77243.86,98259.86,65014.05,104618.43,111439.2,122538.95,94887.89
Batch6_Sample_7,Group2,193,Diet79,118651.79,94574.04,70287.12,123744.37,149306.09,89385.35,110136.18,106893.86,110928.63,91952.36,194513.1,111179.29,88721.01,83070.66,77714.3,118013.68,116256.9,78409.24,78197.93,79998.8,95294.41,101142.44,93520.17,114625.98,111483.58,65412.75,93819.74,100455.67,126985.34,76201.26,105416.75,93241.55,104323.21,94898.5,95102.19,77355.82,71076.48,112313.13,66417.76,88154.62,109329.32,67640.51,116392.69,102881.28,99627.46,71618.58,85656.33,108034.25,95771.21,118953.31,119968.38,93401.42,141443.86,109514.91,96019.38,106980.44,83324.76,101561.37,42233.34,81806.66,67444.23,87445.06,109177.31,101522.35,60262.17,97950.86,97880.5,125874.32,95991.25,100354.38,66945.41,96692.63,113563.9,70959.84,66802.1,104137.31,93334.66,101336.11,115414.41,61603.61,96488.32,81552.24,41696.55,78219.6,95350.47,115558.25,98448.46,91080.51,107863.01,111690.2,118371.16,80418.74,80187.66,126349.61,84897.06,82154.76,72590.43,71514.64,122307,111417.32,110136.18,115558.25
Batch6_Sample_8,Group1,194,Diet80,133577.93,103575.95,94037.06,116664.62,90551.78,70724.3,112475.77,74509.58,117429.56,110734.25,113825.03,122433.67,93628.56,76992.31,112406.76,111667.61,93369.92,39677.94,78937.98,88995.55,83996.19,98129.17,91769.88,93769.32,122551.55,82841.91,111753.84,72606.19,121699.01,77819.12,111343.58,106576.56,87518.55,99653.32,97934.73,57630,82799.81,75640.82,74817.02,98392.58,91919.06,94467.16,102405.61,83794.61,100908.98,108346.22,95809.28,110446.1,111994.52,119921.73,66615.82,89008.72,109390.97,122982.72,101438.37,90477.61,74994.04,105344.41,65370.5,122953.23,98789.14,101277.93,107213.02,109324.04,101154.17,62807.84,84540.73,105688.22,106884.09,101186.43,79034.45,98457.54,115465.24,102972.08,86564.51,62843.2,92556.18,137021.77,104146.69,96117.79,114003.13,89769.73,109779.73,95548.97,100359.74,99646.49,100552.21,91054.57,115925.08,92377.54,102811.51,95356.9,108481.89,107249.15,83048.22,83477.04,89852.95,84106.86,89051.24,64983.46,112475.77,99646.49
Batch6_QC_2,QC,195,NA,113210.24,93625.79,82571.37,93676.16,97231.04,92890.05,120141.59,94562,123461.96,94479.22,105461.81,122844.33,88642.65,98996.26,87507.05,92893.74,106058.28,80383.36,67789.07,111044.62,87755.15,80177.16,90446.23,107966.81,105107.82,95936.37,104083.52,85374.58,108612.38,86718.19,108512.37,102755.32,98669.46,83969.31,107078.19,72621.15,81718.79,84638.78,76076.1,96275.33,100167.87,89930.56,,84753.92,81659.95,109868.45,94061.53,100908.92,99397.62,108827.46,78166.13,82942.17,98741.04,124782.78,89140.08,114859,106265.41,96767.26,67765.08,97656.6,80469.61,96230.72,109730.34,100520.76,82103.96,87284.5,96661.58,98332.04,110982.21,106648.7,89074.21,86555.05,96933.84,85440.48,88117.89,106962.59,97761.16,103303.99,95082.39,78259.31,98273.47,93611.99,95428.24,89459.65,83678.53,105676.24,92599.31,100848.8,97676.35,104437.19,107969.99,84013.46,89118.78,112641.95,89924.96,87400.32,84935.16,76924.62,95731.32,124800.85,120141.59,105676.24
